asset_id,tier,site_id,catalog_tif_name,catalog_gpkg_name,catalog_resolution_m,tif_url,tif_http_status,tif_remote_size_bytes,tif_check_error,gpkg_url,gpkg_http_status,gpkg_remote_size_bytes,gpkg_check_error,expected_local_tif,exact_tif_present,exact_tif_size_bytes,expected_local_gpkg,exact_gpkg_present,exact_gpkg_size_bytes,same_event_local_tifs,same_event_local_gpkgs,local_status,actionable_missing_tif
Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_BM,Tier_2,PSS_20161014T150759_780013W352043N,PSS_3_1m_20161014T150759_780013W352043N_BM.tif,PSS_3_1m_20161014T150759_780013W352043N_AOI.gpkg,3.1,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_BM.tif,200,4187682,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_BM.tif,False,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20161014T150759_780013W352043N/PSS_3_1m_20161014T150759_780013W352043N_AOI.gpkg,False,,,,missing,True
Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM,Tier_2,PSS_20170502T161000_930151W385351N,PSS_1_0m_20170502T161000_930151W385351N_BM.tif,PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,1.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM.tif,200,8061024,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM.tif,True,8061024,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,True,565248,PSS_1_0m_20170502T161000_930151W385351N_BM.tif,PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM,Tier_2,PSS_20170502T161000_930337W385954N,PSS_1_0m_20170502T161000_930337W385954N_BM.tif,PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,1.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM.tif,200,6211001,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM.tif,True,6211001,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,True,651264,PSS_1_0m_20170502T161000_930337W385954N_BM.tif,PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20170830T162251_964235W294719N/PSS_3_1m_20170830T162251_964235W294719N_BM,Tier_2,PSS_20170830T162251_964235W294719N,PSS_3_1m_20170830T162251_964235W294719N_BM.tif,PSS_3_1m_20170830T162251_964235W294719N_AOI.gpkg,3.1,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170830T162251_964235W294719N/PSS_3_1m_20170830T162251_964235W294719N_BM.tif,200,3195737,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170830T162251_964235W294719N/PSS_3_1m_20170830T162251_964235W294719N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T162251_964235W294719N/PSS_3_1m_20170830T162251_964235W294719N_BM.tif,False,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T162251_964235W294719N/PSS_3_1m_20170830T162251_964235W294719N_AOI.gpkg,False,,,,missing,True
Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM,Tier_2,PSS_20170830T173000_962445W293624N,PSS_3_0m_20170830T173000_962445W293624N_BM.tif,PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM.tif,200,6732317,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM.tif,True,6732317,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,True,8724480,PSS_3_0m_20170830T173000_962445W293624N_BM.tif,PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM,Tier_2,PSS_20190919T165541_963700W424518N,PSS_1_0m_20190919T165541_963700W424518N_BM.tif,PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,1.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM.tif,200,24986961,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM.tif,True,24986961,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,True,6725632,PSS_1_0m_20190919T165541_963700W424518N_BM.tif,PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_BM,Tier_2,PSS_20240623T163213_951940W425401N,PSS_3_0m_20240623T163213_951940W425401N_BM.tif,PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_BM.tif,200,1757294,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_BM.tif,True,1757294,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,True,585728,PSS_3_0m_20240623T163213_951940W425401N_BM.tif,PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_BM,Tier_2,PSS_20240623T172005_953000W424913N,PSS_3_1m_20240623T172005_953000W424913N_BM.tif,PSS_3_1m_20240623T172005_953000W424913N_AOI.gpkg,3.1,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_BM.tif,200,1249489,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_BM.tif,False,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172005_953000W424913N/PSS_3_1m_20240623T172005_953000W424913N_AOI.gpkg,False,,,,missing,True
Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_BM,Tier_2,PSS_20240623T172354_955825W430019N,PSS_3_0m_20240623T172354_955825W430019N_BM.tif,PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_BM.tif,200,2728423,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_BM.tif,True,2728423,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,True,1044480,PSS_3_0m_20240623T172354_955825W430019N_BM.tif,PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_BM,Tier_2,PSS_20240623T172400_954756W423023N,PSS_3_0m_20240623T172400_954756W423023N_BM.tif,PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_BM.tif,200,4357819,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_BM.tif,True,4357819,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,True,831488,PSS_3_0m_20240623T172400_954756W423023N_BM.tif,PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM,Tier_2,PSS_20240623T172530_962650W425825N,PSS_3_0m_20240623T172530_962650W425825N_BM.tif,PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM.tif,200,21485514,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM.tif,True,21485514,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,True,2850816,PSS_3_0m_20240623T172530_962650W425825N_BM.tif,PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_BM,Tier_2,PSS_20240623T173107_960939W431402N,PSS_3_0m_20240623T173107_960939W431402N_BM.tif,PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_BM.tif,200,9982594,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_BM.tif,True,9982594,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,True,5378048,PSS_3_0m_20240623T173107_960939W431402N_BM.tif,PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,complete_exact,False
Tier_2/PSS_20240624T162946_950319W430430N/PSS_3_4m_20240624T162946_950319W430430N_BM,Tier_2,PSS_20240624T162946_950319W430430N,PSS_3_4m_20240624T162946_950319W430430N_BM.tif,PSS_3_4m_20240624T162946_950319W430430N_AOI.gpkg,3.4,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240624T162946_950319W430430N/PSS_3_4m_20240624T162946_950319W430430N_BM.tif,200,2369049,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240624T162946_950319W430430N/PSS_3_4m_20240624T162946_950319W430430N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T162946_950319W430430N/PSS_3_4m_20240624T162946_950319W430430N_BM.tif,False,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T162946_950319W430430N/PSS_3_4m_20240624T162946_950319W430430N_AOI.gpkg,False,,,,missing,True
Tier_2/PSS_20240624T162946_951226W430652N/PSS_3_0m_20240624T162946_951226W430652N_BM,Tier_2,PSS_20240624T162946_951226W430652N,PSS_3_0m_20240624T162946_951226W430652N_BM.tif,PSS_3_0m_20240624T162946_951226W430652N_AOI.gpkg,3.0,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240624T162946_951226W430652N/PSS_3_0m_20240624T162946_951226W430652N_BM.tif,200,571650,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240624T162946_951226W430652N/PSS_3_0m_20240624T162946_951226W430652N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T162946_951226W430652N/PSS_3_0m_20240624T162946_951226W430652N_BM.tif,False,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T162946_951226W430652N/PSS_3_0m_20240624T162946_951226W430652N_AOI.gpkg,False,,,,missing,True
Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_BM,Tier_2,PSS_20240624T163137_952652W425148N,PSS_3_1m_20240624T163137_952652W425148N_BM.tif,PSS_3_1m_20240624T163137_952652W425148N_AOI.gpkg,3.1,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_BM.tif,200,5639280,,https://sdmlab.s3.amazonaws.com/FIM_Database/Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_AOI.gpkg,200,98304,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_BM.tif,False,,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T163137_952652W425148N/PSS_3_1m_20240624T163137_952652W425148N_AOI.gpkg,False,,,,missing,True
