relative_path,absolute_path,file_name,asset_kind,tier,site_id,extension,size_bytes,modified_utc,sha256
fetch/Tier_1/AI_20160104_902358W395729N/AI_0_4m_20160104_902358W395729N_BM.tif.aux.xml,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_1/AI_20160104_902358W395729N/AI_0_4m_20160104_902358W395729N_BM.tif.aux.xml,AI_0_4m_20160104_902358W395729N_BM.tif.aux.xml,raster_auxiliary,Tier_1,AI_20160104_902358W395729N,.tif.aux.xml,409,2026-02-28T21:58:31.048243+00:00,b7c3ce732d0e01d02bb92c55e82b9cba56a84f4a830c6e470976c93ec174bd6a
fetch/Tier_1/AI_20170831_953259W294459N/AI_0_3m_20170831_953259W294459N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_1/AI_20170831_953259W294459N/AI_0_3m_20170831_953259W294459N_AOI.gpkg,AI_0_3m_20170831_953259W294459N_AOI.gpkg,aoi_vector,Tier_1,AI_20170831_953259W294459N,.gpkg,118784,2026-02-27T19:23:39.958993+00:00,a406c0a96106ba0038713a7034681d18199c9eeeaf7245912e9ddf6a592cc30c
fetch/Tier_1/AI_20170831_953259W294459N/AI_0_3m_20170831_953259W294459N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_1/AI_20170831_953259W294459N/AI_0_3m_20170831_953259W294459N_BM.tif,AI_0_3m_20170831_953259W294459N_BM.tif,benchmark_raster,Tier_1,AI_20170831_953259W294459N,.tif,14999162,2026-02-27T19:23:39.679164+00:00,d45167defb9165a60d48840debba07ec8e22a0fed1a7d5b04e4dccefab97f9fd
fetch/Tier_1/AI_20170831_953259W294459N/AI_0_3m_20170831_953259W294459N_BM.tif.aux.xml,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_1/AI_20170831_953259W294459N/AI_0_3m_20170831_953259W294459N_BM.tif.aux.xml,AI_0_3m_20170831_953259W294459N_BM.tif.aux.xml,raster_auxiliary,Tier_1,AI_20170831_953259W294459N,.tif.aux.xml,408,2026-03-02T01:02:59.150904+00:00,ddfe019351a8b31caddea38807265119723e63822a63314c9f9ed28ba8a26d9d
fetch/Tier_1/AI_20250412_854320W381510N/AI_0_2m_20250412_854320W381510N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_1/AI_20250412_854320W381510N/AI_0_2m_20250412_854320W381510N_AOI.gpkg,AI_0_2m_20250412_854320W381510N_AOI.gpkg,aoi_vector,Tier_1,AI_20250412_854320W381510N,.gpkg,6422528,2026-02-27T19:23:49.094326+00:00,8120a2700b5ee571621536f6fd2984bb85b6cd39f82430ef70f7ae0521d7e815
fetch/Tier_1/AI_20250412_854320W381510N/AI_0_2m_20250412_854320W381510N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_1/AI_20250412_854320W381510N/AI_0_2m_20250412_854320W381510N_BM.tif,AI_0_2m_20250412_854320W381510N_BM.tif,benchmark_raster,Tier_1,AI_20250412_854320W381510N,.tif,520862276,2026-02-27T19:23:48.012100+00:00,63005a8d64e057b36eaf52d25e232e1622f45ac8ebfb347604c766bd816edf0e
fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,PSS_1_0m_20170502T161000_930151W385351N_AOI.gpkg,aoi_vector,Tier_2,PSS_20170502T161000_930151W385351N,.gpkg,565248,2026-02-27T19:33:15.785320+00:00,bd6def0ef62e6e1a4677c51a237339e93a80cb25a2af38a36e1176fd2b1af642
fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM.tif,PSS_1_0m_20170502T161000_930151W385351N_BM.tif,benchmark_raster,Tier_2,PSS_20170502T161000_930151W385351N,.tif,8061024,2026-02-27T19:33:15.410673+00:00,5293b344a995cbd536700b47c07215b011790fed7dd43f9c81dcdf6f8cde04b2
fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM.tif.aux.xml,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930151W385351N/PSS_1_0m_20170502T161000_930151W385351N_BM.tif.aux.xml,PSS_1_0m_20170502T161000_930151W385351N_BM.tif.aux.xml,raster_auxiliary,Tier_2,PSS_20170502T161000_930151W385351N,.tif.aux.xml,410,2026-03-01T14:52:11.273756+00:00,fb41786d84d1d2fc494bc52ff11c387454a3718252d9258faf20eaa94d2ff3ab
fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,PSS_1_0m_20170502T161000_930337W385954N_AOI.gpkg,aoi_vector,Tier_2,PSS_20170502T161000_930337W385954N,.gpkg,651264,2026-02-27T20:52:33.351314+00:00,eff096bf0f053cb05f7417383eeb57c09cbfdb3b212696df6ddeb08b8447bd40
fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM.tif,PSS_1_0m_20170502T161000_930337W385954N_BM.tif,benchmark_raster,Tier_2,PSS_20170502T161000_930337W385954N,.tif,6211001,2026-02-27T20:52:33.045375+00:00,32cff80782e69a0350b20c5c33a1f41b66f7e94897667e4df4343345dae7f5e2
fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM.tif.aux.xml,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170502T161000_930337W385954N/PSS_1_0m_20170502T161000_930337W385954N_BM.tif.aux.xml,PSS_1_0m_20170502T161000_930337W385954N_BM.tif.aux.xml,raster_auxiliary,Tier_2,PSS_20170502T161000_930337W385954N,.tif.aux.xml,410,2026-03-02T01:02:59.155047+00:00,09d500c79e28bcb8702ceffab211d8360680699e2ce46cc3c43138c6159f5107
fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,PSS_3_0m_20170830T173000_962445W293624N_AOI.gpkg,aoi_vector,Tier_2,PSS_20170830T173000_962445W293624N,.gpkg,8724480,2026-02-27T19:45:12.501617+00:00,b353d985266b16c34a57fa20e84a392dbedd0fc41db9f116f089492285675ed9
fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM.tif,PSS_3_0m_20170830T173000_962445W293624N_BM.tif,benchmark_raster,Tier_2,PSS_20170830T173000_962445W293624N,.tif,6732317,2026-02-27T19:45:11.826076+00:00,b44153e4c08351857a44c5fac5e94fd0fb6cc6e3430f11f96f1435121adbad82
fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM.tif.aux.xml,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20170830T173000_962445W293624N/PSS_3_0m_20170830T173000_962445W293624N_BM.tif.aux.xml,PSS_3_0m_20170830T173000_962445W293624N_BM.tif.aux.xml,raster_auxiliary,Tier_2,PSS_20170830T173000_962445W293624N,.tif.aux.xml,410,2026-03-02T01:02:59.155047+00:00,d5ed3f51ee301437f84378668e64d225f998d877e654a16cdb46084682f52511
fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,PSS_1_0m_20190919T165541_963700W424518N_AOI.gpkg,aoi_vector,Tier_2,PSS_20190919T165541_963700W424518N,.gpkg,6725632,2026-02-27T19:45:13.943323+00:00,2a2abdc5e83dae9e63953c76491e87fe3a57d2430ca7762f2b8dbf1887439297
fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM.tif,PSS_1_0m_20190919T165541_963700W424518N_BM.tif,benchmark_raster,Tier_2,PSS_20190919T165541_963700W424518N,.tif,24986961,2026-02-27T19:45:13.469620+00:00,74cda1ed2b3eddb24168f72615a15243bdc25b2601dffcc512f1299a5a5f773f
fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM.tif.aux.xml,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20190919T165541_963700W424518N/PSS_1_0m_20190919T165541_963700W424518N_BM.tif.aux.xml,PSS_1_0m_20190919T165541_963700W424518N_BM.tif.aux.xml,raster_auxiliary,Tier_2,PSS_20190919T165541_963700W424518N,.tif.aux.xml,409,2026-03-02T00:21:44.292394+00:00,93af0bf3720b22612ca5ae3cb3a3cb2d10e3d2cdd7cd813da05ba6eb3f18b79b
fetch/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,PSS_3_0m_20240623T163213_951940W425401N_AOI.gpkg,aoi_vector,Tier_2,PSS_20240623T163213_951940W425401N,.gpkg,585728,2026-02-27T19:45:14.556941+00:00,182cee2b7540334b08ec9ad96d6bf6b4cc0dde6b05bea0e8a55fb5deab195701
fetch/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T163213_951940W425401N/PSS_3_0m_20240623T163213_951940W425401N_BM.tif,PSS_3_0m_20240623T163213_951940W425401N_BM.tif,benchmark_raster,Tier_2,PSS_20240623T163213_951940W425401N,.tif,1757294,2026-02-27T19:45:14.182228+00:00,29a4849465fc9c3748d0aee41f907200dd155fa45f7121b8d242dd5ba050e5e1
fetch/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,PSS_3_0m_20240623T172354_955825W430019N_AOI.gpkg,aoi_vector,Tier_2,PSS_20240623T172354_955825W430019N,.gpkg,1044480,2026-02-27T19:45:15.314601+00:00,aeac3bded91ad3ae94422f60f9b3b4315f5a0175085e3c7e0cb7a6fe7057d262
fetch/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172354_955825W430019N/PSS_3_0m_20240623T172354_955825W430019N_BM.tif,PSS_3_0m_20240623T172354_955825W430019N_BM.tif,benchmark_raster,Tier_2,PSS_20240623T172354_955825W430019N,.tif,2728423,2026-02-27T19:45:14.989301+00:00,48565049ee8fc2493b4cc00dedadfbcdd41670d8fce97ba6474c132eb1c36682
fetch/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,PSS_3_0m_20240623T172400_954756W423023N_AOI.gpkg,aoi_vector,Tier_2,PSS_20240623T172400_954756W423023N,.gpkg,831488,2026-02-27T19:45:15.213071+00:00,2b16ab6535386c0f7afcd3d0a2ea703f2c9d20b2b87ef99c69c093459a19b2a1
fetch/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172400_954756W423023N/PSS_3_0m_20240623T172400_954756W423023N_BM.tif,PSS_3_0m_20240623T172400_954756W423023N_BM.tif,benchmark_raster,Tier_2,PSS_20240623T172400_954756W423023N,.tif,4357819,2026-02-27T19:45:14.875418+00:00,301c6ffef2ac9c272d9cb5a0b7c388b8f270a2359171512ba32140a4fa5decfa
fetch/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,PSS_3_0m_20240623T172530_962650W425825N_AOI.gpkg,aoi_vector,Tier_2,PSS_20240623T172530_962650W425825N,.gpkg,2850816,2026-02-27T19:45:16.172500+00:00,c4282c8938620d74b0d7de1e7ffc4bcc7ae8a24164f0e7b67745b6ce97970fe4
fetch/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T172530_962650W425825N/PSS_3_0m_20240623T172530_962650W425825N_BM.tif,PSS_3_0m_20240623T172530_962650W425825N_BM.tif,benchmark_raster,Tier_2,PSS_20240623T172530_962650W425825N,.tif,21485514,2026-02-27T19:45:15.756610+00:00,f002bccc9ae584e7a93cf46e1d14fd84c331ffc1ee597a0675bc6710ae7d909c
fetch/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,PSS_3_0m_20240623T173107_960939W431402N_AOI.gpkg,aoi_vector,Tier_2,PSS_20240623T173107_960939W431402N,.gpkg,5378048,2026-02-27T19:45:17.588995+00:00,447a978eae967b62928537f02aa9759be13eed087b466895e31a23cad25dd6e9
fetch/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240623T173107_960939W431402N/PSS_3_0m_20240623T173107_960939W431402N_BM.tif,PSS_3_0m_20240623T173107_960939W431402N_BM.tif,benchmark_raster,Tier_2,PSS_20240623T173107_960939W431402N,.tif,9982594,2026-02-27T19:45:16.831335+00:00,f6d321646ed9b8e5ea0ed1f8e551e3bcf70b8224eb6ea27ed612d2a47d8f6934
fetch/Tier_2/PSS_20240624T163331_954941W422709N/PSS_3_0m_20240624T163331_954941W422709N_AOI.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T163331_954941W422709N/PSS_3_0m_20240624T163331_954941W422709N_AOI.gpkg,PSS_3_0m_20240624T163331_954941W422709N_AOI.gpkg,aoi_vector,Tier_2,PSS_20240624T163331_954941W422709N,.gpkg,380928,2026-02-27T19:45:18.169593+00:00,6e5d8b1ca5ab54a0e68607fbb41752cb9d26684c31efde45cab4cf487c2534d4
fetch/Tier_2/PSS_20240624T163331_954941W422709N/PSS_3_0m_20240624T163331_954941W422709N_BM.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/Tier_2/PSS_20240624T163331_954941W422709N/PSS_3_0m_20240624T163331_954941W422709N_BM.tif,PSS_3_0m_20240624T163331_954941W422709N_BM.tif,benchmark_raster,Tier_2,PSS_20240624T163331_954941W422709N,.tif,2346553,2026-02-27T19:45:17.893706+00:00,a3f01a5e2a21ac5c51e786df3de0a7cfffdfe1372435300bb1dac0c74d7f05b5
fetch/collect_vectors.gpkg,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/collect_vectors.gpkg,collect_vectors.gpkg,derived_or_index_vector,,,.gpkg,37294080,2026-03-02T00:36:18.889455+00:00,260c4bb35888770e030903c211b3d309e354f7014f441b975c3e2f13f99d34b4
fetch/collect_vectors.log,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/collect_vectors.log,collect_vectors.log,log,,,.log,16720,2026-03-02T00:36:18.934882+00:00,ae85f94c0f6efd752939799fdf753d3aec5376bf127a508a62b8ba029c94158b
fetch/master_index.geojson,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/master_index.geojson,master_index.geojson,derived_or_index_vector,,,.geojson,314547,2026-03-02T00:36:18.934882+00:00,b5f5fc3bcae23aeee71dd2a787895ba41056b5ec68b92080d573e86b9cfac8f0
fetch/readme.md,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/fetch/readme.md,readme.md,documentation,,,.md,181,2026-02-27T21:02:35.094336+00:00,202b6b6b585d23e420f7e98bb67c019c3cf2371f37e7d0a7953c1d0963de408f
labels/Region_0.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/labels/Region_0.tif,Region_0.tif,label_raster,,,.tif,141571073,2026-01-19T04:22:00+00:00,f3015e653b945eac68be603b136577de33b8990a082d1aa3054a06ce9422870f
labels/Region_1.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/labels/Region_1.tif,Region_1.tif,label_raster,,,.tif,144811776,2026-01-19T04:23:00+00:00,f132617317758d1d9d13da3f883d46143f75cf3f2957c0b47a075f614429609c
labels/Region_2.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/labels/Region_2.tif,Region_2.tif,label_raster,,,.tif,1742627,2026-01-19T04:23:00+00:00,c5dc07d6a91cb13048305834ec4fc2d5ebc013e08edb82b2bd21be84f2cac63c
labels/Region_3.tif,/home/cefect/LS/10_IO/2501_NSFc/FIM_Bench/labels/Region_3.tif,Region_3.tif,label_raster,,,.tif,162331069,2026-01-19T04:23:00+00:00,f4dfbbbeffc843c8c264dd73d42955662dd73375baf6654957009fa40837e0a5
